Sentence,ConditionedTree,MAPTree,InsideScore,MAPScore,MAPInsideRatio,Entropy,Surprisal,KL,NumParses,ExpectedNumConstituents,ExpectedBoundaries
"present think that past forget","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  forget)))))))","(START (IP present (VP (LEX think ) (LEX that ) (IP past (VP (LEX forget ) ) ) ) ) )",-45.4887784006,-46.2660745697,0.459647140768,1.25696915761,0.00110873619031,186.387438986,24.,7.67495585304,2.00000036048;1.68104725758;1.31896981687;1.00000452195;1.67493389617;5.99390371304
"present <WUG> that past buy","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  buy)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP past (VP (LEX buy ) ) ) ) ) )",-76.4594521789,-76.8565543397,0.672265342999,0.656629121497,0.000365912760248,299.8121034,24.,7.67496375113,2.00000036048;1.99607813822;1.00394683433;1.00000452195;1.67493389617;5.67888073049
"present <WUG> that past leave","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  leave)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP past (VP leave ) ) ) ) )",-74.5024792969,-74.5064791591,0.99600812662,0.0264780400283,0.000398924044294,284.66393664,36.,7.00005776453,2.00000036048;1.99607813822;1.00394683433;1.00000663203;1.00002579949;5.00397263381
"present think that will <WUG>","(START  (IP  (LEX  present) (VP  (LEX  think) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX think ) (LEX that ) (IP will (VP (LEX <WUG> ) ) ) ) ) )",-77.3837821749,-78.3483930858,0.381131465003,1.35181592404,0.000940249461029,368.133726284,36.,7.55966507483,2.00000036048;1.68104725758;1.31896981687;1.00787011316;1.55964262356;5.87074734361
"present <WUG> that will leave","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  leave)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP will (VP leave ) ) ) ) )",-77.6636765318,-77.6676623632,0.996022101463,0.0263059126084,0.000395321663061,297.321105322,30.,7.00005615998,2.00000036048;1.99607813822;1.00394683433;1.00000502716;1.00002579981;5.00397263414
"present <WUG> that present turn","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  turn)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) present (VP (LEX turn ) ) ) ) )",-70.4587043367,-70.4787025625,0.980200412452,0.100832417325,0.000529376658756,270.069392041,24.,7.01909833856,2.00000036048;1.99922337998;1.00078156517;1.00000000695;1.99999999993;5.01987459115
"present <WUG> that past <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  past) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP past (VP (LEX <WUG> ) ) ) ) ) )",-105.32024614,-106.145294193,0.438213934167,1.12205819179,0.000139543242101,455.094163709,42.,7.43998395723,2.00000036048;1.99607813822;1.00394683433;1.00816217572;1.4399534217;5.43574328282
"present <WUG> that present keep","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  keep)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) present (VP keep ) ) ) )",-69.4229494802,-69.4951032051,0.930387861069,0.301751373648,0.00023184915798,258.492270397,42.,6.06991708006,2.00000036048;1.99922337998;1.00078156517;1.00000000689;1.05081874157;4.07069333272
"present <WUG> that will <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP will (VP (LEX <WUG> ) ) ) ) ) )",-108.722060495,-109.306477397,0.557430803593,0.751475887922,0.000122332286006,473.598313827,36.,7.55967297292,2.00000036048;1.99607813822;1.00394683433;1.00787011316;1.55964262356;5.55572436107
"present <WUG> that present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) present (VP (LEX <WUG> ) ) ) ) )",-99.6543429148,-100.246912646,0.552904641234,0.785871355766,0.000121791283945,400.773593661,48.,6.58318203977,2.00000036048;1.99922334584;1.00078159952;1.0000108601;1.56407305503;4.58394747336
"present <WUG> that present play","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  play)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) present (VP (LEX play ) ) ) ) )",-69.1722917126,-69.1922899384,0.980200412452,0.100832417325,0.00159718352608,263.611761995,24.,7.01909833856,2.00000036048;1.99922337998;1.00078156517;1.00000000695;1.99999999993;5.01987459115
"present <WUG> that present <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  present) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) present (VP (LEX <WUG> ) ) ) ) )",-99.6543429148,-100.246912646,0.552904641234,0.785871355766,0.000121791283945,400.773593661,48.,6.58318203977,2.00000036048;1.99922334584;1.00078159952;1.0000108601;1.56407305503;4.58394747336
"present <WUG> that will pay","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  pay)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP will (VP (LEX pay ) ) ) ) ) )",-82.5789880391,-82.5829481217,0.996047748169,0.0260084475085,0.000141186194671,332.875815073,18.,8.00003036017,2.00000036048;1.99607813822;1.00394683433;1.0000050785;1.99999994866;6.00394678298
"present <WUG> that will <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP will (VP (LEX <WUG> ) ) ) ) ) )",-108.722060495,-109.306477397,0.557430803593,0.751475887922,0.000122332286006,473.598313827,36.,7.55967297292,2.00000036048;1.99607813822;1.00394683433;1.00787011316;1.55964262356;5.55572436107
"present <WUG> that will <WUG>","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  <WUG>)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP will (VP (LEX <WUG> ) ) ) ) ) )",-108.722060495,-109.306477397,0.557430803593,0.751475887922,0.000122332286006,473.598313827,36.,7.55967297292,2.00000036048;1.99607813822;1.00394683433;1.00787011316;1.55964262356;5.55572436107
"present <WUG> that will forget","(START  (IP  (LEX  present) (VP  (LEX  <WUG>) (CP  (LEX  that) (IP  (LEX  will) (VP  (LEX  forget)))))))","(START (IP present (VP (LEX <WUG> ) (LEX that ) (IP will (VP (LEX forget ) ) ) ) ) )",-80.3813820028,-80.3853420854,0.996047748169,0.0260084475085,0.000296481926864,319.681505381,18.,8.00003036017,2.00000036048;1.99607813822;1.00394683433;1.0000050785;1.99999994866;6.00394678298
