log_prob,condition,matrix_verb
-41.832244878237205,manner,"scream
"
-41.832244878237205,manner,"scream
"
-41.832244878237205,manner,"scream
"
-41.832244878237205,manner,"scream
"
-41.832244878237205,manner,"scream
"
-41.832244878237205,manner,"scream
"
-41.832244878237205,other,"hear
"
-41.832244878237205,other,"hear
"
-41.832244878237205,other,"hear
"
-41.832244878237205,other,"hear
"
-41.832244878237205,other,"hear
"
-41.832244878237205,other,"hear
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"WUG
"
-41.832244878237205,other,"complain
"
-41.832244878237205,other,"complain
"
-41.832244878237205,other,"complain
"
-41.832244878237205,other,"complain
"
-41.832244878237205,other,"complain
"
-41.832244878237205,other,"complain
"
