trigrams,log_prob,condition,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_drive'), ('IP_present', 'VP_drive', 'END')]",-85.94165120273975,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-96.68311818914088,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_study'), ('IP_present', 'VP_study', 'END')]",-86.94165120273975,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_like'), ('IP_present', 'VP_like', 'END')]",-74.94157549378436,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_write'), ('IP_past', 'VP_write', 'END')]",-87.52577125377805,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_buy'), ('IP_past', 'VP_buy', 'END')]",-84.94249414465148,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_eat'), ('IP_past', 'VP_eat', 'END')]",-84.82708178932174,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_read'), ('IP_past', 'VP_read', 'END')]",-88.5232468523625,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_see'), ('IP_past', 'VP_see', 'END')]",-83.17013087972187,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_start'), ('IP_past', 'VP_start', 'END')]",-88.5232468523625,whether,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_bake'), ('IP_past', 'VP_bake', 'END')]",-96.68311818914088,whether,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_forget'), ('IP_present', 'VP_forget', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_laugh'), ('IP_present', 'VP_laugh', 'CP_WUG'), ('VP_laugh', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_buy'), ('IP_present', 'VP_buy', 'END')]",-102.79042083057062,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_leave'), ('IP_present', 'VP_leave', 'END')]",-100.56899181163453,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_sneeze'), ('IP_present', 'VP_sneeze', 'CP_WUG'), ('VP_sneeze', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_leave'), ('IP_present', 'VP_leave', 'END')]",-91.41164487627168,adjunct,island,embedded
"[('START', 'IP_present', 'VP_notice'), ('IP_present', 'VP_notice', 'CP_WUG'), ('VP_notice', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_turn'), ('IP_present', 'VP_turn', 'END')]",-92.63139243570399,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_keep'), ('IP_present', 'VP_keep', 'END')]",-101.79042083057062,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_play'), ('IP_present', 'VP_play', 'END')]",-99.24706371674716,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_smile'), ('IP_present', 'VP_smile', 'CP_WUG'), ('VP_smile', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_pay'), ('IP_present', 'VP_pay', 'END')]",-104.3720164801934,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_WUG'), ('VP_WUG', 'CP_WUG', 'IP_present'), ('CP_WUG', 'IP_present', 'VP_forget'), ('IP_present', 'VP_forget', 'END')]",-112.53188781697179,adjunct,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_forget'), ('IP_past', 'VP_forget', 'END')]",-85.71949957169691,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_buy'), ('IP_past', 'VP_buy', 'END')]",-100.79126377248235,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_leave'), ('IP_past', 'VP_leave', 'END')]",-102.79042083057062,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_that'), ('VP_think', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_WUG'), ('IP_will', 'VP_WUG', 'END')]",-96.68311818914088,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_leave'), ('IP_will', 'VP_leave', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_turn'), ('IP_present', 'VP_turn', 'END')]",-100.79126377248235,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_keep'), ('IP_present', 'VP_keep', 'END')]",-101.79042083057062,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_WUG'), ('IP_will', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_play'), ('IP_present', 'VP_play', 'END')]",-99.24706371674716,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_pay'), ('IP_will', 'VP_pay', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_WUG'), ('IP_will', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_WUG'), ('IP_will', 'VP_WUG', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_present', 'VP_WUG'), ('IP_present', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_will'), ('CP_that', 'IP_will', 'VP_forget'), ('IP_will', 'VP_forget', 'END')]",-112.53188781697179,adjunct,non-island,embedded
"[('START', 'IP_past', 'VP_hear'), ('IP_past', 'VP_hear', 'NP_WUG'), ('VP_hear', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_bake'), ('IP_past', 'VP_bake', 'END')]",-123.71239779979071,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_catch'), ('IP_past', 'VP_catch', 'END')]",-124.55949576089037,np,island,embedded
"[('START', 'IP_past', 'VP_make'), ('IP_past', 'VP_make', 'NP_WUG'), ('VP_make', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_should'), ('CP_that', 'IP_should', 'VP_clean'), ('IP_should', 'VP_clean', 'END')]",-121.67331000188422,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_win'), ('IP_past', 'VP_win', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_make'), ('IP_past', 'VP_make', 'NP_WUG'), ('VP_make', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_would'), ('CP_that', 'IP_would', 'VP_WUG'), ('IP_would', 'VP_WUG', 'END')]",-121.67331000188422,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_make'), ('IP_past', 'VP_make', 'NP_WUG'), ('VP_make', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-121.67331000188422,np,island,embedded
"[('START', 'IP_past', 'VP_make'), ('IP_past', 'VP_make', 'NP_WUG'), ('VP_make', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_play'), ('IP_present', 'VP_play', 'END')]",-108.38848590165959,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_would'), ('CP_that', 'IP_would', 'VP_finish'), ('IP_would', 'VP_finish', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_hear'), ('IP_past', 'VP_hear', 'NP_WUG'), ('VP_hear', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-123.71239779979071,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_could'), ('CP_that', 'IP_could', 'VP_WUG'), ('IP_could', 'VP_WUG', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_make'), ('IP_past', 'VP_make', 'NP_WUG'), ('VP_make', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_see'), ('IP_past', 'VP_see', 'END')]",-108.1603226924652,np,island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'NP_WUG'), ('VP_WUG', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_could'), ('CP_that', 'IP_could', 'VP_find'), ('IP_could', 'VP_find', 'END')]",-135.0382653803661,np,island,embedded
"[('START', 'IP_past', 'VP_hear'), ('IP_past', 'VP_hear', 'NP_WUG'), ('VP_hear', 'NP_WUG', 'CP_that'), ('NP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_sell'), ('IP_past', 'VP_sell', 'END')]",-123.71239779979071,np,island,embedded
"[('START', 'IP_past', 'VP_hear'), ('IP_past', 'VP_hear', 'CP_that'), ('VP_hear', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_bake'), ('IP_past', 'VP_bake', 'END')]",-101.20602023639637,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_catch'), ('IP_past', 'VP_catch', 'END')]",-102.05311819749602,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_should'), ('CP_that', 'IP_should', 'VP_clean'), ('IP_should', 'VP_clean', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_win'), ('IP_past', 'VP_win', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_would'), ('CP_that', 'IP_would', 'VP_WUG'), ('IP_would', 'VP_WUG', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_present'), ('CP_that', 'IP_present', 'VP_play'), ('IP_present', 'VP_play', 'END')]",-99.24706371674716,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_would'), ('CP_that', 'IP_would', 'VP_finish'), ('IP_would', 'VP_finish', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_hear'), ('IP_past', 'VP_hear', 'CP_that'), ('VP_hear', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_win'), ('IP_past', 'VP_win', 'END')]",-101.20602023639637,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_could'), ('CP_that', 'IP_could', 'VP_WUG'), ('IP_could', 'VP_WUG', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_see'), ('IP_past', 'VP_see', 'END')]",-99.01890050755277,np,non-island,embedded
"[('START', 'IP_past', 'VP_WUG'), ('IP_past', 'VP_WUG', 'CP_that'), ('VP_WUG', 'CP_that', 'IP_could'), ('CP_that', 'IP_could', 'VP_find'), ('IP_could', 'VP_find', 'END')]",-112.53188781697179,np,non-island,embedded
"[('START', 'IP_past', 'VP_hear'), ('IP_past', 'VP_hear', 'CP_that'), ('VP_hear', 'CP_that', 'IP_past'), ('CP_that', 'IP_past', 'VP_sell'), ('IP_past', 'VP_sell', 'END')]",-101.20602023639637,np,non-island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_from'), ('NP_WUG', 'PP_from', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_with'), ('NP_WUG', 'PP_with', 'END')]",-103.80542030539739,subj,island,embedded
"[('START', 'IP_present', 'VP_think'), ('IP_present', 'VP_think', 'CP_null'), ('VP_think', 'CP_null', 'IP_null'), ('CP_null', 'IP_null', 'NP_WUG'), ('IP_null', 'NP_WUG', 'PP_WUG'), ('NP_WUG', 'PP_WUG', 'END')]",-103.80542030539739,subj,island,embedded
