log_prob,condition,matrix_verb
-24.156722433926774,factive,"know
"
-24.156722433926774,factive,"remember
"
-24.156722433926774,factive,"remember
"
-24.156722433926774,factive,"remember
"
-24.156722433926774,factive,"remember
"
-24.156722433926774,factive,"remember
"
-24.156722433926774,factive,"remember
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"notice
"
-24.156722433926774,factive,"notice
"
-24.156722433926774,factive,"notice
"
-24.156722433926774,factive,"notice
"
-24.156722433926774,factive,"notice
"
-24.156722433926774,factive,"notice
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"forget
"
-24.156722433926774,factive,"forget
"
-24.156722433926774,factive,"forget
"
-24.156722433926774,factive,"forget
"
-24.156722433926774,factive,"forget
"
-24.156722433926774,factive,"forget
"
-24.156722433926774,factive,"learn
"
-24.156722433926774,factive,"learn
"
-24.156722433926774,factive,"learn
"
-24.156722433926774,factive,"learn
"
-24.156722433926774,factive,"learn
"
-24.156722433926774,factive,"learn
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,factive,"WUG
"
-24.156722433926774,manner,"whisper
"
-24.156722433926774,manner,"whisper
"
-24.156722433926774,manner,"whisper
"
-24.156722433926774,manner,"whisper
"
-24.156722433926774,manner,"whisper
"
-24.156722433926774,manner,"whisper
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"whine
"
-24.156722433926774,manner,"whine
"
-24.156722433926774,manner,"whine
"
-24.156722433926774,manner,"whine
"
-24.156722433926774,manner,"whine
"
-24.156722433926774,manner,"whine
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"WUG
"
-24.156722433926774,manner,"scream
"
-24.156722433926774,manner,"scream
"
-24.156722433926774,manner,"scream
"
-24.156722433926774,manner,"scream
"
-24.156722433926774,manner,"scream
"
-24.156722433926774,manner,"scream
"
-24.156722433926774,other,"hear
"
-24.156722433926774,other,"hear
"
-24.156722433926774,other,"hear
"
-24.156722433926774,other,"hear
"
-24.156722433926774,other,"hear
"
-24.156722433926774,other,"hear
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"WUG
"
-24.156722433926774,other,"complain
"
-24.156722433926774,other,"complain
"
-24.156722433926774,other,"complain
"
-24.156722433926774,other,"complain
"
-24.156722433926774,other,"complain
"
-24.156722433926774,other,"complain
"
