log_prob,condition,matrix_verb
-90.25619594091502,factive,"learn
"
-98.28133676358823,factive,"WUG
"
-101.97751445487518,factive,"WUG
"
-110.38265591801152,factive,"WUG
"
-98.22688897956586,factive,"WUG
"
-110.38265591801152,factive,"WUG
"
-99.98070979403498,factive,"WUG
"
-98.28133676358823,manner,"whisper
"
-101.97751445487518,manner,"whisper
"
-110.38265591801152,manner,"whisper
"
-98.22688897956586,manner,"whisper
"
-110.38265591801152,manner,"whisper
"
-99.98070979403498,manner,"whisper
"
-98.28133676358823,manner,"WUG
"
-101.97751445487518,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-98.22688897956586,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-99.98070979403498,manner,"WUG
"
-98.28133676358823,manner,"WUG
"
-101.97751445487518,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-98.22688897956586,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-99.98070979403498,manner,"WUG
"
-98.28133676358823,manner,"WUG
"
-101.97751445487518,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-98.22688897956586,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-99.98070979403498,manner,"WUG
"
-98.28133676358823,manner,"whine
"
-101.97751445487518,manner,"whine
"
-110.38265591801152,manner,"whine
"
-98.22688897956586,manner,"whine
"
-110.38265591801152,manner,"whine
"
-99.98070979403498,manner,"whine
"
-98.28133676358823,manner,"WUG
"
-101.97751445487518,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-98.22688897956586,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-99.98070979403498,manner,"WUG
"
-98.28133676358823,manner,"WUG
"
-101.97751445487518,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-98.22688897956586,manner,"WUG
"
-110.38265591801152,manner,"WUG
"
-99.98070979403498,manner,"WUG
"
-98.28133676358823,manner,"scream
"
-101.97751445487518,manner,"scream
"
-110.38265591801152,manner,"scream
"
-98.22688897956586,manner,"scream
"
-110.38265591801152,manner,"scream
"
-99.98070979403498,manner,"scream
"
-87.179361092639,other,"hear
"
-90.87553878392593,other,"hear
"
-99.28068024706229,other,"hear
"
-87.12491330861663,other,"hear
"
-99.28068024706229,other,"hear
"
-88.87873412308574,other,"hear
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-110.38265591801152,other,"WUG
"
-99.98070979403498,other,"WUG
"
-98.89431364047898,other,"WUG
"
-99.28068024706229,other,"WUG
"
-110.38265591801152,other,"WUG
"
-110.38265591801152,other,"WUG
"
-102.97326498187381,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.89431364047898,other,"WUG
"
-99.28068024706229,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-98.89431364047898,other,"WUG
"
-99.28068024706229,other,"WUG
"
-98.28133676358823,other,"WUG
"
-101.97751445487518,other,"WUG
"
-110.38265591801152,other,"WUG
"
-98.22688897956586,other,"WUG
"
-98.89431364047898,other,"WUG
"
-99.28068024706229,other,"WUG
"
-98.28133676358823,other,"complain
"
-101.97751445487518,other,"complain
"
-110.38265591801152,other,"complain
"
-98.22688897956586,other,"complain
"
-110.38265591801152,other,"complain
"
-99.98070979403498,other,"complain
"
