-4.49051692059764	CP LEX
-2.0395279209402397	CP LEX IP
-6.502592694195738	CP LEX VP
-4.05344703079354	IP LEX
-11.224281567107642	IP LEX CP
-9.125922436203801	IP LEX IP
-11.224281567107642	IP LEX NP
-11.224281567107642	IP LEX PP
-2.077033084393408	IP LEX VP
-11.425070260117407	LEX _under
-10.731927270157406	LEX _study
-9.479167294957406	LEX _cry
-8.454815479447406	LEX _sit
-9.073702186847406	LEX _'ll
-11.019607945737407	LEX _shut
-9.633317775227406	LEX _catch
-11.425070260117407	LEX _bear
-8.454663101237406	LEX _in
-8.717225139477407	LEX _show
-11.425070260117407	LEX _brush
-12.118209059517406	LEX _light
-10.508784556957407	LEX _run
-8.167095578927405	LEX _give
-6.925433256917406	LEX _eat
-12.118209059517406	LEX _plan
-11.019607945737407	LEX _must
-11.019607945737407	LEX _fit
-12.118209059517406	LEX _swing
-9.633317775227406	LEX _finish
-12.118209059517406	LEX _choose
-9.479167294957406	LEX _miss
-12.118209059517406	LEX _part
-11.425070260117407	LEX _plug
-9.815639052647406	LEX _smell
-10.731927270157406	LEX _pretend
-9.122492710207405	LEX _read
-12.118209059517406	LEX _as
-11.425070260117407	LEX _point
-10.731927270157406	LEX _wash
-9.553275175007405	LEX _push
-7.198287843217407	LEX _can
-11.019607945737407	LEX _cost
-11.425070260117407	LEX _picture
-8.268077863527406	LEX _talk
-12.118209059517406	LEX _whine
-10.326463558917407	LEX _learn
-9.174097438177405	LEX _leave
-11.019607945737407	LEX _behave
-11.425070260117407	LEX _notice
-9.553275175007405	LEX _hurt
-12.118209059517406	LEX _magic
-12.118209059517406	LEX _discipline
-12.118209059517406	LEX _collect
-10.508784556957407	LEX _into
-12.118209059517406	LEX _without
-7.282037509897407	LEX _would
-9.815639052647406	LEX _open
-8.429493888587405	LEX _drink
-9.633317775227406	LEX _sound
-9.345636051997406	LEX _start
-11.019607945737407	LEX _lie
-12.118209059517406	LEX _bang
-12.118209059517406	LEX _goING
-12.118209059517406	LEX _lock
-12.118209059517406	LEX _scream
-8.166981780947406	LEX _will
-12.118209059517406	LEX _bowl
-9.073702585947405	LEX _cut
-5.944624611397407	LEX _have
-7.800895288197406	LEX _take
-12.118209059517406	LEX _dash
-11.425070260117407	LEX _firm
-11.425070260117407	LEX _tip
-12.118209059517406	LEX _settle
-8.454815479447406	LEX _work
-9.720329025227405	LEX _blow
-12.118209059517406	LEX _blast
-12.118209059517406	LEX _pop
-9.073702585947405	LEX _hear
-9.720329025227405	LEX _break
-12.118209059517406	LEX _smoke
-12.118209059517406	LEX _Boston
-7.675643984247406	LEX _for
-11.425070260117407	LEX _attach
-4.366496020337406	LEX _past
-11.425070260117407	LEX _press
-12.118209059517406	LEX _unbuckle
-10.172313278197407	LEX _that
-12.118209059517406	LEX _break_dance
-9.227853132747406	LEX _try
-12.118209059517406	LEX _untie
-7.723995638307406	LEX _know
-12.118209059517406	LEX _fund
-11.425070260117407	LEX _bake
-11.425070260117407	LEX _roast
-12.118209059517406	LEX _screw
-10.326463558917407	LEX _juggle
-12.118209059517406	LEX _knit
-12.118209059517406	LEX _pay
-12.118209059517406	LEX _mail
-9.815639052647406	LEX _color
-10.731927270157406	LEX _chase
-5.387370118737406	LEX _go
-12.118209059517406	LEX _may
-11.019607945737407	LEX _out
-10.731927270157406	LEX _love
-10.508784556957407	LEX _fly
-11.019607945737407	LEX _top
-12.118209059517406	LEX _party
-12.118209059517406	LEX _crack
-12.118209059517406	LEX _back
-10.508784556957407	LEX _climb
-12.118209059517406	LEX _behind
-12.118209059517406	LEX _freeze
-11.019607945737407	LEX _understand
-11.425070260117407	LEX _kiss
-11.425070260117407	LEX _float
-9.285011491807406	LEX _from
-12.118209059517406	LEX _unscrew
-12.118209059517406	LEX _ski
-12.118209059517406	LEX _lay
-3.115594728587406	LEX _present
-11.019607945737407	LEX _dress
-12.118209059517406	LEX _movie
-12.118209059517406	LEX _die
-11.019607945737407	LEX _feed
-12.118209059517406	LEX _offer
-12.118209059517406	LEX _onto
-6.970903272857407	LEX _make
-12.118209059517406	LEX _through
-7.235558262247406	LEX _look
-9.479167294957406	LEX _throw
-12.118209059517406	LEX _owe
-11.425070260117407	LEX _bury
-11.425070260117407	LEX _dig
-7.564348753837407	LEX _on
-11.019607945737407	LEX _rip
-10.508784556957407	LEX _change
-12.118209059517406	LEX _wrestle
-11.425070260117407	LEX _enjoy
-12.118209059517406	LEX _flash
-6.820085902067406	LEX _see
-11.019607945737407	LEX _clean
-12.118209059517406	LEX _hammer
-12.118209059517406	LEX _babysitted
-11.425070260117407	LEX _bump
-4.757692823277406	LEX _do
-11.425070260117407	LEX _wanT
-10.326463558917407	LEX _wait
-7.944020377087407	LEX _need
-6.237891148877407	LEX _say
-8.592038606877406	LEX _shall
-12.118209059517406	LEX _swallow
-9.553275175007405	LEX _count
-12.118209059517406	LEX _print
-12.118209059517406	LEX _develop
-12.118209059517406	LEX _down
-12.118209059517406	LEX _pelt
-8.860128639157406	LEX _ask
-10.731927270157406	LEX _fight
-11.425070260117407	LEX _end
-10.326463558917407	LEX _jump
-10.326463558917407	LEX _pour
-10.038782184897407	LEX _fall
-12.118209059517406	LEX _snap
-12.118209059517406	LEX _chew
-8.454663316147405	LEX _to
-9.633317775227406	LEX _stay
-12.118209059517406	LEX _reach
-5.219600778917406	LEX _non-finite
-12.118209059517406	LEX _string
-9.920999382057406	LEX _remember
-9.227853132747406	LEX _let
-8.822388335047407	LEX _draw
-10.038782184897407	LEX _stop
-12.118209059517406	LEX _rid
-9.345636051997406	LEX _keep
-10.731927270157406	LEX _check
-12.118209059517406	LEX _crawl
-8.786232062397406	LEX _sing
-10.038782184897407	LEX _stick
-12.118209059517406	LEX _cancel
-12.118209059517406	LEX _scar
-12.118209059517406	LEX _imagine
-12.118209059517406	LEX _wunning
-10.038782184897407	LEX _touch
-8.684428970917406	LEX _buy
-11.019607945737407	LEX _serve
-12.118209059517406	LEX _'ve
-10.508784556957407	LEX _walk
-11.425070260117407	LEX _burn
-12.118209059517406	LEX _frighten
-10.731927270157406	LEX _fold
-12.118209059517406	LEX _slam
-12.118209059517406	LEX _interest
-9.720329025227405	LEX _name
-6.641885997427407	LEX _think
-11.019607945737407	LEX _spill
-12.118209059517406	LEX _complain
-6.577078141847406	LEX _like
-12.118209059517406	LEX _wipe
-12.118209059517406	LEX _advertise
-11.425070260117407	LEX _peek
-7.748852448587407	LEX _with
-12.118209059517406	LEX _until
-9.479590038057406	LEX _feel
-10.508784556957407	LEX _whisper
-7.943929331457406	LEX _use
-7.723922573627406	LEX _tell
-12.118209059517406	LEX _recover
-10.172313278197407	LEX _shoot
-9.479167294957406	LEX _drive
-11.019607945737407	LEX _figure
-9.815639052647406	LEX _win
-12.118209059517406	LEX _twist
-10.731927270157406	LEX _mix
-10.508784556957407	LEX _tear
-10.326463558917407	LEX _save
-10.508784556957407	LEX _dump
-10.731927270157406	LEX _visit
-7.618613223387406	LEX _mean
-8.429345739177405	LEX _at
-11.019607945737407	LEX _hook
-12.118209059517406	LEX _scratch
-9.920999382057406	LEX _shave
-4.687136484507406	LEX _null
-11.425070260117407	LEX _send
-12.118209059517406	LEX _order
-10.326463558917407	LEX _knock
-11.425070260117407	LEX _they
-8.621717752467406	LEX _could
-12.118209059517406	LEX _smile
-12.118209059517406	LEX _squeeze
-10.731927270157406	LEX _laugh
-3.779420628067406	LEX _be
-9.345635528167406	LEX _suppose
-12.118209059517406	LEX _unwind
-9.720329025227405	LEX _drop
-9.920999382057406	LEX _forget
-12.118209059517406	LEX _wind
-9.633317775227406	LEX _sleep
-9.633317775227406	LEX _wake
-9.815639052647406	LEX _carry
-12.118209059517406	LEX _those
-6.304289553697407	LEX _get
-8.289712703137406	LEX _bring
-12.118209059517406	LEX _scoot
-12.118209059517406	LEX _remove
-9.410174503287406	LEX _spell
-11.425070260117407	LEX _handle
-9.720329025227405	LEX _pull
-7.213082420357407	LEX _play
-6.855688765297407	LEX _put
-10.731927270157406	LEX _dream
-12.118209059517406	LEX _race
-11.425070260117407	LEX _bet
-8.786232062397406	LEX _live
-9.027451604377406	LEX _cook
-12.118209059517406	LEX _tape
-9.720329025227405	LEX _happen
-10.038782184897407	LEX _hide
-9.173785960487406	LEX _ride
-10.172313278197407	LEX _fix
-12.118209059517406	LEX _hope
-12.118209059517406	LEX _wan
-12.118209059517406	LEX _waste
-8.147933592067407	LEX _about
-12.118209059517406	LEX _cool
-7.585817042797406	LEX _come
-12.118209059517406	LEX _charge
-11.425070260117407	LEX _roll
-12.118209059517406	LEX _raise
-11.019607945737407	LEX _park
-11.425070260117407	LEX _sneeze
-10.508784556957407	LEX _listen
-12.118209059517406	LEX _decide
-10.172313278197407	LEX _might
-10.326463558917407	LEX _close
-12.118209059517406	LEX _Ernie
-11.425070260117407	LEX _scoop
-10.326463558917407	LEX _kill
-12.118209059517406	LEX _cross
-12.118209059517406	LEX _recognize
-12.118209059517406	LEX _fish
-12.118209059517406	LEX _underneath
-12.118209059517406	LEX _wave
-10.326463558917407	LEX _lose
-11.019607945737407	LEX _dance
-10.508784556957407	LEX _help
-9.920999382057406	LEX _stand
-12.118209059517406	LEX _box
-11.019607945737407	LEX _sell
-12.118209059517406	LEX _rock
-8.860128639157406	LEX _turn
-11.019607945737407	LEX _bounce
-12.118209059517406	LEX _spread
-11.425070260117407	LEX _transcribe
-12.118209059517406	LEX _punch
-11.425070260117407	LEX _bite
-9.633317775227406	LEX _hit
-12.118209059517406	LEX _over
-12.118209059517406	LEX _sign
-11.425070260117407	LEX _step
-9.345635528167406	LEX _of
-8.940417871657406	LEX _saw
-8.429493888587405	LEX _find
-6.469397380817407	LEX _want
-12.118209059517406	LEX _dare
-9.720329025227405	LEX _watch
-12.118209059517406	LEX _meet
-10.508784556957407	LEX _hang
-10.326463558917407	LEX _tie
-10.172313278197407	LEX _belong
-7.0308485612474065	LEX _call
-9.720329025227405	LEX _move
-12.118209059517406	LEX _thank
-12.118209059517406	LEX _wrap
-9.920999382057406	LEX _fee
-10.172313278197407	LEX _ca
-12.118209059517406	LEX _spend
-10.731927270157406	LEX _paint
-12.118209059517406	LEX _rest
-10.731927270157406	LEX _slide
-12.118209059517406	LEX _provide
-12.118209059517406	LEX _mark
-11.425070260117407	LEX _allow
-10.326463558917407	LEX _swim
-12.118209059517406	LEX _cough
-12.118209059517406	LEX _promise
-9.920999382057406	LEX _build
-11.425070260117407	LEX _begin
-8.007448690217405	LEX _should
-9.410174503287406	LEX _hold
-10.508784556957407	LEX _fell
-8.751133474577406	LEX _wear
-12.118209059517406	LEX _speak
-11.425070260117407	LEX _marry
-12.118209059517406	LEX _peel
-9.285011491807406	LEX _pick
-9.633317775227406	LEX _grow
-8.480639000487406	LEX _'d
-9.553275175007405	LEX _taste
-11.425070260117407	LEX _set
-8.226525947297405	LEX _write
-12.118209059517406	LEX _squeak
-11.019607945737407	LEX _teach
-2.544254821623947	NP LEX
-2.862628295660734	NP LEX PP
-4.940012106817614	NP LEX VP
-1.9747434002497477	PP LEX
-7.1912191432203665	PP LEX IP
-6.500001470508391	PP LEX NP
-6.904501359316461	PP LEX PP
-7.1912191432203665	PP LEX VP
-1.9463169418749955	START IP
-2.074183020148888	VP LEX
-6.083585162673727	VP LEX CP
-4.977019751661063	VP LEX IP
-8.749349900193087	VP LEX NP
-5.00698786547673	VP LEX PP
-6.785994465602886	VP LEX VP
-12.811356240077352	CP CP CP
-12.811356240077352	CP CP IP
-12.811356240077352	CP CP VP
-12.811356240077352	CP CP NP
-12.811356240077352	CP CP PP
-12.811356240077352	CP LEX CP
-12.811356240077352	CP LEX NP
-12.811356240077352	CP LEX PP
-12.811356240077352	CP IP CP
-12.811356240077352	CP IP IP
-12.811356240077352	CP IP VP
-12.811356240077352	CP IP NP
-12.811356240077352	CP IP PP
-12.811356240077352	CP VP CP
-12.811356240077352	CP VP IP
-12.811356240077352	CP VP VP
-12.811356240077352	CP VP NP
-12.811356240077352	CP VP PP
-12.811356240077352	CP NP CP
-12.811356240077352	CP NP IP
-12.811356240077352	CP NP VP
-12.811356240077352	CP NP NP
-12.811356240077352	CP NP PP
-12.811356240077352	CP PP CP
-12.811356240077352	CP PP IP
-12.811356240077352	CP PP VP
-12.811356240077352	CP PP NP
-12.811356240077352	CP PP PP
-12.811356240077352	IP CP CP
-12.811356240077352	IP CP IP
-12.811356240077352	IP CP VP
-12.811356240077352	IP CP NP
-12.811356240077352	IP CP PP
-12.811356240077352	IP IP CP
-12.811356240077352	IP IP IP
-12.811356240077352	IP IP VP
-12.811356240077352	IP IP NP
-12.811356240077352	IP IP PP
-12.811356240077352	IP VP CP
-12.811356240077352	IP VP IP
-12.811356240077352	IP VP VP
-12.811356240077352	IP VP NP
-12.811356240077352	IP VP PP
-12.811356240077352	IP NP CP
-12.811356240077352	IP NP IP
-12.811356240077352	IP NP VP
-12.811356240077352	IP NP NP
-12.811356240077352	IP NP PP
-12.811356240077352	IP PP CP
-12.811356240077352	IP PP IP
-12.811356240077352	IP PP VP
-12.811356240077352	IP PP NP
-12.811356240077352	IP PP PP
-12.811356240077352	VP CP CP
-12.811356240077352	VP CP IP
-12.811356240077352	VP CP VP
-12.811356240077352	VP CP NP
-12.811356240077352	VP CP PP
-12.811356240077352	VP IP CP
-12.811356240077352	VP IP IP
-12.811356240077352	VP IP VP
-12.811356240077352	VP IP NP
-12.811356240077352	VP IP PP
-12.811356240077352	VP VP CP
-12.811356240077352	VP VP IP
-12.811356240077352	VP VP VP
-12.811356240077352	VP VP NP
-12.811356240077352	VP VP PP
-12.811356240077352	VP NP CP
-12.811356240077352	VP NP IP
-12.811356240077352	VP NP VP
-12.811356240077352	VP NP NP
-12.811356240077352	VP NP PP
-12.811356240077352	VP PP CP
-12.811356240077352	VP PP IP
-12.811356240077352	VP PP VP
-12.811356240077352	VP PP NP
-12.811356240077352	VP PP PP
-12.811356240077352	NP CP CP
-12.811356240077352	NP CP IP
-12.811356240077352	NP CP VP
-12.811356240077352	NP CP NP
-12.811356240077352	NP CP PP
-12.811356240077352	NP LEX CP
-12.811356240077352	NP LEX IP
-12.811356240077352	NP LEX NP
-12.811356240077352	NP IP CP
-12.811356240077352	NP IP IP
-12.811356240077352	NP IP VP
-12.811356240077352	NP IP NP
-12.811356240077352	NP IP PP
-12.811356240077352	NP VP CP
-12.811356240077352	NP VP IP
-12.811356240077352	NP VP VP
-12.811356240077352	NP VP NP
-12.811356240077352	NP VP PP
-12.811356240077352	NP NP CP
-12.811356240077352	NP NP IP
-12.811356240077352	NP NP VP
-12.811356240077352	NP NP NP
-12.811356240077352	NP NP PP
-12.811356240077352	NP PP CP
-12.811356240077352	NP PP IP
-12.811356240077352	NP PP VP
-12.811356240077352	NP PP NP
-12.811356240077352	NP PP PP
-12.811356240077352	PP CP CP
-12.811356240077352	PP CP IP
-12.811356240077352	PP CP VP
-12.811356240077352	PP CP NP
-12.811356240077352	PP CP PP
-12.811356240077352	PP LEX CP
-12.811356240077352	PP IP CP
-12.811356240077352	PP IP IP
-12.811356240077352	PP IP VP
-12.811356240077352	PP IP NP
-12.811356240077352	PP IP PP
-12.811356240077352	PP VP CP
-12.811356240077352	PP VP IP
-12.811356240077352	PP VP VP
-12.811356240077352	PP VP NP
-12.811356240077352	PP VP PP
-12.811356240077352	PP NP CP
-12.811356240077352	PP NP IP
-12.811356240077352	PP NP VP
-12.811356240077352	PP NP NP
-12.811356240077352	PP NP PP
-12.811356240077352	PP PP CP
-12.811356240077352	PP PP IP
-12.811356240077352	PP PP VP
-12.811356240077352	PP PP NP
-12.811356240077352	PP PP PP
